AdminPermissions,AllocatorPermissions,AllowedPathPrefix,AllowedProperties,ApproversOnCreate,ApproversOnDataDelete,ApproversOnDelete,ApproversOnExtend,ApproversOnResize,AreasNum,AreasPrivateSize,AreasSharedSize,AreasSize,AreasSizeGB,AreasSizeTB,AreasUsage,AreasUsageGB,AreasUsageTB,AvailableSize,AvailableSizeGB,AvailableSizePerSharedPool,AvailableSizePerSharedPoolGB,AvailableSizePerSharedPoolTB,AvailableSizeTB,BusinessGroup,CachePermissions,Cell,DefaultGrace,DefaultPathPrefix,DefaultProperties,DiskSelectionStrategy,FSGroup,FSPermissions,FileSystemGroup,FileSystemPermissions,GlobalPathPrefix,LocalPathPrefix,MaxActiveAreas,MaxActiveSize,MaxDisabledPeriod,MaxDuration,MaxGrace,MaxSize,MemberResources,Permissions,Policies,Project,QSlot,ReplicatorPermissions,RequiredProperties,SharedPools,StodFSPermissions,TotalPrivateSize,TotalSharedSize,TotalSize,TotalSizeGB,TotalSizeTB,Type,User,ViewPermissions
amaczuga jdkarpin,,/nfs/igk/disks,,,,,,,1,10240,0,10240,10.0,0.01,8142,7.951,0.008,46311,45.226,0,0.0,0.0,0.044,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,msosnows,,ladhpm,,,,,,3247555,0,3247555,3171.44,3.097,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,linux_swraid,,,,,,0,0,0,0.0,0.0,User,others,
,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,linux_swraid,,,,,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,918185,896.665,0,0.0,0.0,0.876,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 gkefs01a.igk.intel.com:vol5 ,,,nand,,,,,,6495109,0,6495109,6342.88,6.194,User,others,
amaczuga jdkarpin,,/nfs/igk/proj /nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,918185,896.665,0,0.0,0.0,0.876,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 gkefs01a.igk.intel.com:vol5 ,,,nand,,,,,,6495109,0,6495109,6342.88,6.194,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,871874,851.439,0,0.0,0.0,0.831,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol5 ,,,nodemanager,,,,,,3247554,0,3247554,3171.439,3.097,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,871874,851.439,0,0.0,0.0,0.831,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol5 ,mjemiol,,nodemanager,,,,,,3247554,0,3247554,3171.439,3.097,Project,,
,,,,,,,,,1,10,0,10,0.01,0.0,0,0.0,0.0,1860265,1816.665,0,0.0,0.0,1.774,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 gkefs01a.igk.intel.com:vol10 ,,,performance,,,,,,6495109,0,6495109,6342.88,6.194,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,10,0,10,0.01,0.0,0,0.0,0.0,1860265,1816.665,0,0.0,0.0,1.774,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 gkefs01a.igk.intel.com:vol10 ,mlipinsk rkrzyszt,,performance,,,,,,6495109,0,6495109,6342.88,6.194,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,rol,,,,,,0,0,0,0.0,0.0,User,others,
,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,rol,,,,,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,871874,851.439,0,0.0,0.0,0.831,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol5 ,,,rolcreek,,,,,,3247554,0,3247554,3171.439,3.097,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,871874,851.439,0,0.0,0.0,0.831,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol5 ,cwieruck,,rolcreek,,,,,,3247554,0,3247554,3171.439,3.097,Project,,
,,,,,,,,,2,52224,0,52224,51.0,0.05,0,0.0,0.0,3779859,3691.269,0,0.0,0.0,3.605,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol4 gknap01a:* ,,,sunriselake,,,,,,20337859,0,20337859,19861.19,19.396,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,2,52224,0,52224,51.0,0.05,34205,33.403,0.033,3779859,3691.269,0,0.0,0.0,3.605,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol4 gknap01a:* ,llanecki mbeger,,sunriselake,,,,,,20337859,0,20337859,19861.19,19.396,Project,,
,,,,,,,,,2,112640,0,112640,110.0,0.107,0,0.0,0.0,11242898,10979.393,0,0.0,0.0,10.722,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:* gknap01a:* ,,,swraid,,,,,,56060957,0,56060957,54747.028,53.464,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,2,112640,0,112640,110.0,0.107,21017,20.524,0.02,11242898,10979.393,0,0.0,0.0,10.722,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:* gknap01a:* ,ggrabows tszmelcz,,swraid,,,,,,56060957,0,56060957,54747.028,53.464,Project,,
,,,,,,,,,1,74752,0,74752,73.0,0.071,0,0.0,0.0,5271827,5148.269,0,0.0,0.0,5.028,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol10 gknap01a:* ,,,trelliscruzbay,,,,,,20337859,0,20337859,19861.19,19.396,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,74752,0,74752,73.0,0.071,19554,19.096,0.019,5271827,5148.269,0,0.0,0.0,5.028,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol10 gknap01a:* ,mpatelcz kwojcik,,trelliscruzbay,,,,,,20337859,0,20337859,19861.19,19.396,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,46311,45.226,0,0.0,0.0,0.044,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,,uefi,,,,,,3247555,0,3247555,3171.44,3.097,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,46311,45.226,0,0.0,0.0,0.044,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,pguza,,uefi,,,,,,3247555,0,3247555,3171.44,3.097,Project,,
,,,,,,,,,1,716800,0,716800,700.0,0.684,0,0.0,0.0,3504184,3422.055,0,0.0,0.0,3.342,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 gknap01a:* ,,,usb3sw,vlv2,,,,,20337860,0,20337860,19861.191,19.396,User,others,
,,,,,,,,,2,645120,0,645120,630.0,0.615,0,0.0,0.0,3504184,3422.055,0,0.0,0.0,3.342,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 gknap01a:* ,,,usb3sw,,,,,,20337860,0,20337860,19861.191,19.396,User,others,
jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,716800,0,716800,700.0,0.684,366851,358.253,0.35,3504184,3422.055,0,0.0,0.0,3.342,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 gknap01a:* ,aandrusz,,usb3sw,vlv2,,,,,20337860,0,20337860,19861.191,19.396,QSlot,,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,3,1361920,0,1361920,1330.0,1.299,930188,908.387,0.887,3504184,3422.055,0,0.0,0.0,3.342,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 gknap01a:* ,mzebrow mosinski jkoprows lpawlock tpielasz,,usb3sw,,,,,,20337860,0,20337860,19861.191,19.396,Project,,
,,,,,,,,,1,10240,0,10240,10.0,0.01,0,0.0,0.0,46311,45.226,0,0.0,0.0,0.044,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,,ve,,,,,,3247555,0,3247555,3171.44,3.097,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,10240,0,10240,10.0,0.01,750,0.732,0.001,46311,45.226,0,0.0,0.0,0.044,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,,ve,,,,,,3247555,0,3247555,3171.44,3.097,Project,,
,,,,,,,,,1,10240,0,10240,10.0,0.01,0,0.0,0.0,11242898,10979.393,0,0.0,0.0,10.722,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gknap01a:* gkefs01a.igk.intel.com:* ,,,vega,,,,,,56060957,0,56060957,54747.028,53.464,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,10240,0,10240,10.0,0.01,7888,7.703,0.008,11242898,10979.393,0,0.0,0.0,10.722,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gknap01a:* gkefs01a.igk.intel.com:* ,cwieruck,,vega,,,,,,56060957,0,56060957,54747.028,53.464,Project,,
,,,,,,,,,1,512000,0,512000,500.0,0.488,0,0.0,0.0,1193860,1165.879,0,0.0,0.0,1.139,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol4 gkefs01a.igk.intel.com:vol5 ,,,westerlee,,,,,,6495108,0,6495108,6342.879,6.194,User,others,
jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,512000,0,512000,500.0,0.488,465281,454.376,0.444,1193860,1165.879,0,0.0,0.0,1.139,CCG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol4 gkefs01a.igk.intel.com:vol5 ,mmkocior mjemiol,,westerlee,,,,,,6495108,0,6495108,6342.879,6.194,Project,,
iszuca wossowic amaczuga dleahy1 jdkarpin,,,,,,,,,26,3011594,0,3011594,2941.01,2.872,1724831,1684.405,1.645,0,0.0,0,0.0,0.0,0.0,CCG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,mzebrows pguza jdudek mobara gkbld_ve cwieruck rkrs tpielasz,,,,,,,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,5002737,4885.485,0,0.0,0.0,4.771,CID,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol0 sinap01a.ir.intel.com:vol1 sinap01a.ir.intel.com:vol3 sinap01a.ir.intel.com:vol4 sinap01a.ir.intel.com:vol6 sinap01a.ir.intel.com:vol8 sinap01a.ir.intel.com:vol9 sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol2 siefs01a.ir.intel.com:vol2 ,,,cavecreek,,,,,,23379224,0,23379224,22831.273,22.296,User,others,
mjphelps dleahy1 cckbeaadm cc_admin nhughes,,/nfs/sie/disks /nfs/sie/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,5002737,4885.485,0,0.0,0.0,4.771,CID,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01a.ir.intel.com:vol0 sinap01a.ir.intel.com:vol1 sinap01a.ir.intel.com:vol3 sinap01a.ir.intel.com:vol4 sinap01a.ir.intel.com:vol6 sinap01a.ir.intel.com:vol8 sinap01a.ir.intel.com:vol9 sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol2 siefs01a.ir.intel.com:vol2 ,cfdumitr blynch bnevis cguerrie rdoceall dbmadiga,,cavecreek,,,,,,23379224,0,23379224,22831.273,22.296,Project,,
gquinn mjphelps dleahy1,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,CID,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,cfdumitr blynch bnevis kitmgr cguerrie rdoceall nhughes dbmadiga,,,,,,,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,6,7675914,0,7675914,7496.01,7.32,0,0.0,0.0,8172161,7980.626,0,0.0,0.0,7.794,CSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* gknap01b:* gkefs01a.igk.intel.com:vol4 gkefs01a.igk.intel.com:vol10 ,,,AVS,,,,,,40675718,0,40675718,39722.381,38.791,User,others,
wchilins,,/nfs/igk/disks,,jdkarpin iszuca wchilins,,jdkarpin iszuca wchilins,jdkarpin iszuca wchilins,jdkarpin iszuca wchilins,6,7675914,0,7675914,7496.01,7.32,6214614,6068.959,5.927,8172161,7980.626,0,0.0,0.0,7.794,CSG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,4194304,gknap01a:* gknap01b:* gkefs01a.igk.intel.com:vol4 gkefs01a.igk.intel.com:vol10 ,tbocklet jgbauer tszmelcz,,AVS,,,,,,40675718,0,40675718,39722.381,38.791,Project,,
,,,,,,,,,1,30720,0,30720,30.0,0.029,0,0.0,0.0,3457873,3376.829,0,0.0,0.0,3.298,CSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* ,,,BIOS,,,,,,17090305,0,17090305,16689.751,16.299,User,others,
,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,30720,0,30720,30.0,0.029,14725,14.38,0.014,3457873,3376.829,0,0.0,0.0,3.298,CSG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,102400,gknap01a:* ,mbartosi,,BIOS,,,,,,17090305,0,17090305,16689.751,16.299,Project,,
,,,,,,,,,2,327680,0,327680,320.0,0.312,0,0.0,0.0,2685828,2622.879,0,0.0,0.0,2.561,CSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol5 gkefs01a.igk.intel.com:vol10 ,,,CSI3,,,,,,6495108,0,6495108,6342.879,6.194,User,others,
,,/nfs/igk/disks,,jdkarpin iszuca wchilins,,jdkarpin iszuca wchilins,jdkarpin iszuca wchilins,jdkarpin iszuca wchilins,2,327680,0,327680,320.0,0.312,257254,251.225,0.245,2685828,2622.879,0,0.0,0.0,2.561,CSG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,204800,gkefs01a.igk.intel.com:vol5 gkefs01a.igk.intel.com:vol10 ,mmuszyns wchojnow,,CSI3,,,,,,6495108,0,6495108,6342.879,6.194,Project,,
